# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
36767.1000 M754 1000 3 10669.1000 p7 p2 122 N p7->c84->p13->p2
36767.2000 M815 1000 3 8546.2000 p7 p2 157 N p7->c84->p13->p2
36767.3000 M919 1000 3 4992.3000 p7 p2 216 N p7->c84->p13->p2
36767.4000 M1045 1000 3 560.4000 p7 p2 290 N p7->c84->p13->p2
36767.5000 M1023 1000 3 1323.5000 p7 p2 277 N p7->c84->p13->p2
36767.6000 M956 1000 3 3681.6000 p7 p2 238 N p7->c84->p13->p2
36767.7000 M673 1000 3 13442.7000 p7 p2 75 N p7->c84->p13->p2
36767.8000 M936 1000 3 4400.8000 p7 p2 226 N p7->c84->p13->p2
36838.1000 M1063 1000 1 0.1000 p4 p3 299 N p4->p3
37005.1000 M1019 1000 6 1704.1000 p7 p1 271 N p7->c84->p13->p15->p16->p12->p1
37005.2000 M908 1000 6 5597.2000 p7 p1 206 N p7->c84->p13->p15->p16->p12->p1
37005.3000 M763 1000 6 10590.3000 p7 p1 123 N p7->c84->p13->p15->p16->p12->p1
37005.4000 M926 1000 6 4991.4000 p7 p1 216 N p7->c84->p13->p15->p16->p12->p1
37005.5000 M679 1000 6 13480.5000 p7 p1 75 N p7->c84->p13->p15->p16->p12->p1
37005.6000 M795 1000 6 9469.6000 p7 p1 142 N p7->c84->p13->p15->p16->p12->p1
38031.5000 M1093 1000 2 147.5000 p0 p3 297 N p0->p4->p3
38031.6000 M1089 1000 2 288.6000 p0 p3 295 N p0->p4->p3
38205.1000 M1102 1000 1 0.1000 p4 p0 299 N p4->p0
38980.1000 M1124 1000 1 0.1000 p3 p4 299 N p3->p4
39145.1000 M1129 1000 1 0.1000 p4 p3 299 N p4->p3
39910.1000 M1151 1000 1 0.1000 p3 p4 299 N p3->p4
39919.1000 M1147 1000 1 149.1000 p4 p0 297 N p4->p0
39919.2000 M1149 1000 1 79.2000 p0 p4 298 N p0->p4
40035.1000 M1098 1000 1 1976.1000 p4 p2 267 N p4->p2
40035.2000 M1126 1000 2 986.2000 p3 p2 283 N p3->p4->p2
40035.3000 M1030 1000 5 4353.3000 p1 p4 227 N p1->p12->p15->p13->p2->p4
40035.4000 M1042 1000 6 3939.4000 p1 p4 234 N p1->p12->p16->p15->p13->p2->p4
40035.5000 M659 1000 4 17188.5000 p7 p4 13 N p7->c84->p13->p2->p4
40035.6000 M892 1000 4 9189.6000 p7 p4 146 N p7->c84->p13->p2->p4
40035.7000 M1043 1000 6 3902.7000 p1 p4 234 N p1->p12->p16->p15->p13->p2->p4
40035.8000 M717 1000 4 15206.8000 p7 p4 46 N p7->c84->p13->p2->p4
40035.9000 M1103 1000 1 1798.9000 p2 p4 270 N p2->p4
40040.3000 M835 1000 5 11165.3000 p7 p3 113 N p7->c84->p13->p2->p4->p3
40040.4000 M1008 1000 5 5144.4000 p7 p3 214 N p7->c84->p13->p2->p4->p3
40040.5000 M994 1000 5 5626.5000 p7 p3 206 N p7->c84->p13->p2->p4->p3
40040.6000 M748 1000 5 14155.6000 p7 p3 64 N p7->c84->p13->p2->p4->p3
40040.7000 M816 1000 5 11786.7000 p7 p3 103 N p7->c84->p13->p2->p4->p3
40040.8000 M1036 1000 5 4141.8000 p7 p3 230 N p7->c84->p13->p2->p4->p3
40082.1000 M1142 1000 5 484.1000 p2 p1 291 N p2->p13->p15->p16->p12->p1
40266.1000 M1082 1000 2 2757.1000 p2 p0 254 N p2->p4->p0
40266.2000 M876 1000 5 9977.2000 p7 p0 133 N p7->c84->p13->p2->p4->p0
40266.3000 M1061 1000 2 3497.3000 p2 p0 241 N p2->p4->p0
40266.4000 M1105 1000 2 1957.4000 p2 p0 267 N p2->p4->p0
40541.1000 M1169 1000 1 0.1000 p0 p4 299 N p0->p4
40639.1000 M1172 1000 1 0.1000 p3 p4 299 N p3->p4
40995.1000 M1112 1000 7 2438.1000 p0 p1 259 N p0->p4->p2->p13->p15->p16->p12->p1
40995.2000 M1066 1000 7 4055.2000 p0 p1 232 N p0->p4->p2->p13->p15->p16->p12->p1
40995.3000 M1099 1000 7 2904.3000 p0 p1 251 N p0->p4->p2->p13->p15->p16->p12->p1
40995.4000 M1033 1000 6 5210.4000 p4 p1 213 N p4->p2->p13->p15->p16->p12->p1
40995.5000 M1039 1000 7 4998.5000 p0 p1 216 N p0->p4->p2->p13->p15->p16->p12->p1
41157.1000 M1187 1000 1 0.1000 p4 p3 299 N p4->p3
41334.1000 M1189 1000 2 108.1000 p3 p0 298 N p3->p4->p0
42017.1000 M1212 1000 1 0.1000 p0 p3 299 N p0->p3
42781.1000 M1228 1000 1 204.1000 p0 p4 296 N p0->p4
42781.2000 M1227 1000 1 241.2000 p4 p0 295 N p4->p0
42781.5000 M1231 1000 2 94.5000 p0 p3 298 N p0->p4->p3
