event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1631311244,true,2014-04-05 10:10:00.000,-46.752618220809,-22.952811313188324,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311245,true,2014-04-05 10:20:00.000,-46.75234035978771,-22.953193666218667,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311246,true,2014-04-05 10:30:00.000,-46.751368026339414,-22.952653543414687,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311247,true,2014-04-05 10:40:00.000,-46.74147093420014,-22.94430990065785,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311248,true,2014-04-05 11:30:00.000,-46.75259395112855,-22.952441329222683,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311249,true,2014-04-05 12:25:00.000,-46.752611124065375,-22.952260528639698,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311250,true,2014-04-05 12:35:00.000,-46.75313694294942,-22.952959099260163,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311251,true,2014-04-05 12:57:00.000,-46.74947841815072,-22.954336019817532,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311252,true,2014-04-05 13:07:00.000,-46.751971510882264,-22.9540827342991,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311253,true,2014-04-05 13:17:00.000,-46.7497420244129,-22.955118769314314,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311254,true,2014-04-05 13:27:00.000,-46.75219033551761,-22.955173012091347,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311255,true,2014-04-05 16:26:00.000,-46.752710856411156,-22.953189572142833,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311256,true,2014-04-05 16:36:00.000,-46.75276947222431,-22.95319795488417,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311257,true,2014-04-05 16:56:00.000,-46.750560750490955,-22.95205740920116,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311258,true,2014-04-05 17:06:00.000,-46.75240779486285,-22.953129707325477,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311262,true,2014-04-05 17:13:00.000,-46.75288693659172,-22.953232778806044,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311259,true,2014-04-05 17:16:00.000,-46.74995465827134,-22.95421336836888,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311260,true,2014-04-05 17:26:00.000,-46.75174249348328,-22.953715011881595,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311261,true,2014-04-05 17:46:00.000,-46.75239630002652,-22.95299437622623,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311263,true,2014-04-05 18:23:00.000,-46.75254871447396,-22.953471310693843,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311264,true,2014-04-05 18:33:00.000,-46.75309121923292,-22.95319439868101,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311265,true,2014-04-05 18:53:00.000,-46.75257759253094,-22.952685334587304,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311266,true,2014-04-05 19:03:00.000,-46.75253314760025,-22.95301995571158,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311267,true,2014-04-29 10:08:00.000,-46.75364972915227,-22.95264639183881,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311268,true,2014-04-29 17:17:00.000,-46.753376959727866,-22.955692698368672,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311269,true,2014-04-29 18:17:00.000,-46.75287569853006,-22.953874071254337,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311270,true,2014-04-29 19:02:00.000,-46.75249326231899,-22.954465282797063,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311271,true,2014-04-29 20:02:00.000,-46.75265912870838,-22.954472480340733,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311272,true,2014-04-30 10:27:00.000,-46.75307610370152,-22.955804390938358,"radio-transmitter","Turdus leucomelas","1361","5","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311273,true,2013-08-08 16:36:00.000,-46.761978132641936,-22.970019071544623,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311274,true,2013-08-08 16:51:00.000,-46.762131188839625,-22.970541138490198,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311275,true,2013-08-08 17:48:00.000,-46.76178966604007,-22.97052687396688,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311276,true,2013-08-08 18:03:00.000,-46.7617206253961,-22.969714897111096,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311277,true,2013-08-08 18:31:00.000,-46.76443354601569,-22.969097739893677,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311278,true,2013-08-08 18:46:00.000,-46.762120370563395,-22.968202361598447,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311279,true,2013-08-08 19:01:00.000,-46.76199442774014,-22.96826697502715,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311280,true,2013-08-08 19:16:00.000,-46.76204271423053,-22.968230316315523,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311281,true,2013-08-10 10:43:00.000,-46.760568757872186,-22.968878828638356,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311282,true,2013-08-10 10:58:00.000,-46.76105166391997,-22.970020337138127,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311283,true,2013-08-10 11:13:00.000,-46.76172109356419,-22.969751013875484,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311284,true,2013-08-10 12:50:00.000,-46.76121165943843,-22.970325596223628,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311285,true,2013-08-24 09:47:00.000,-46.76146085785179,-22.969988698851108,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311286,true,2013-08-24 10:02:00.000,-46.761344313099755,-22.970026115930843,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311287,true,2013-08-24 10:17:00.000,-46.761415964298784,-22.970287203997458,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311288,true,2013-08-24 10:35:00.000,-46.76136346418358,-22.96999881164069,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311289,true,2013-08-24 10:50:00.000,-46.7614786045828,-22.96985304424361,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311290,true,2013-08-24 11:05:00.000,-46.76170783129582,-22.96948024651423,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311291,true,2013-08-24 11:20:00.000,-46.76175705462106,-22.969515821393376,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311292,true,2013-08-24 11:35:00.000,-46.76156332128507,-22.96961730996239,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311293,true,2013-08-24 12:35:00.000,-46.763084717276804,-22.969618455734206,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311294,true,2013-08-24 12:50:00.000,-46.76187991963484,-22.969965980320975,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311295,true,2013-08-24 13:05:00.000,-46.76241435467789,-22.96981555105368,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311296,true,2013-08-25 09:55:00.000,-46.77131477174172,-22.9680457035491,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311297,true,2013-08-25 10:10:00.000,-46.76153122189268,-22.970150465747132,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311298,true,2013-09-07 18:40:00.000,-46.767119322097365,-22.96639480006226,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311299,true,2013-09-07 18:55:00.000,-46.76318372207397,-22.97048428119076,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311300,true,2013-09-07 19:05:00.000,-46.762367088770944,-22.97068300355573,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311301,true,2013-09-08 11:26:00.000,-46.76422535336505,-22.96958770334761,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311302,true,2013-09-08 11:41:00.000,-46.76216231537365,-22.97068528027558,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311303,true,2013-09-08 11:56:00.000,-46.7623744980765,-22.9705023113953,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311304,true,2013-09-08 13:11:00.000,-46.7644101323087,-22.970299054738017,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311305,true,2013-09-08 13:26:00.000,-46.762064921293245,-22.970695393523332,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311306,true,2013-09-20 13:19:00.000,-46.763211658838706,-22.971134165397235,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311307,true,2013-12-14 17:00:00.000,-46.763737844105535,-22.971850749698977,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311308,true,2013-12-14 17:15:00.000,-46.76330044640301,-22.97196398225957,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311309,true,2013-12-15 18:32:00.000,-46.76364427551763,-22.96990120630316,"radio-transmitter","Turdus leucomelas","1421","6","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311310,true,2013-06-24 12:51:00.000,-46.744132860183875,-22.96636039225158,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311311,true,2013-07-06 10:52:00.000,-46.74284930391404,-22.967413023197174,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311312,true,2013-07-06 11:27:00.000,-46.742770601441514,-22.967359705118643,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311313,true,2013-07-06 11:45:00.000,-46.741447244318714,-22.9675909820104,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311314,true,2013-07-06 15:38:00.000,-46.74226019418867,-22.967103429438357,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311315,true,2013-07-06 16:00:00.000,-46.747089584863005,-22.966499414642694,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311316,true,2013-07-06 16:17:00.000,-46.74493925815503,-22.96764288693159,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311317,true,2013-07-06 16:31:00.000,-46.74430893775738,-22.967162174208525,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311318,true,2013-07-06 17:27:00.000,-46.741705777638735,-22.967217888598977,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311319,true,2013-07-06 17:50:00.000,-46.742745195353386,-22.966899425936326,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311320,true,2013-07-06 18:05:00.000,-46.742340545567004,-22.966524590441967,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311321,true,2013-07-07 11:25:00.000,-46.74579235799238,-22.967245180368643,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311322,true,2013-07-07 11:40:00.000,-46.74558758795031,-22.9672474353634,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311323,true,2013-07-07 11:59:00.000,-46.74616416294084,-22.96809898718592,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311324,true,2013-07-07 12:15:00.000,-46.74529039762554,-22.968406617975766,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311325,true,2013-07-07 12:55:00.000,-46.74142470094381,-22.968115002280822,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311326,true,2013-07-07 13:25:00.000,-46.74416323430266,-22.967967496660712,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311327,true,2013-07-07 16:52:00.000,-46.74384481032597,-22.968232886012323,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311328,true,2013-07-07 17:05:00.000,-46.742873180033946,-22.968514488693362,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311329,true,2013-07-07 17:15:00.000,-46.741990261101165,-22.968108788183212,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311330,true,2013-07-07 17:27:00.000,-46.74146408558603,-22.96738309405651,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311331,true,2013-07-07 17:39:00.000,-46.74075862351928,-22.967887523549475,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311332,true,2013-07-07 17:49:00.000,-46.74102178554411,-22.96787560287017,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311333,true,2013-07-07 18:03:00.000,-46.74098416930373,-22.967984382773697,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311334,true,2013-07-07 18:15:00.000,-46.74037054787007,-22.968045304321187,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311335,true,2013-07-07 18:40:00.000,-46.741602103394634,-22.96749897508244,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311336,true,2013-07-09 10:27:00.000,-46.74486323532929,-22.96703867681149,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311337,true,2013-07-09 10:42:00.000,-46.74419690846573,-22.967551720696086,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311338,true,2013-07-09 10:58:00.000,-46.74512835254807,-22.967938813467825,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311339,true,2013-07-09 11:28:00.000,-46.74516934019202,-22.967333315376216,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311340,true,2013-07-09 11:43:00.000,-46.744002719204374,-22.966858504556672,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311341,true,2013-07-09 11:58:00.000,-46.74455247985325,-22.967141433081608,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311342,true,2013-07-09 12:13:00.000,-46.744379859600535,-22.967369096519,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311343,true,2013-07-09 12:28:00.000,-46.74450256625192,-22.967051676850105,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311344,true,2013-07-09 12:43:00.000,-46.744645337775296,-22.967537755435025,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311345,true,2013-07-09 12:58:00.000,-46.744499321540374,-22.966798857073016,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311346,true,2013-07-09 15:38:00.000,-46.74360188840459,-22.966781638798114,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311347,true,2013-07-09 15:53:00.000,-46.744382426268174,-22.966809173974518,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311348,true,2013-07-09 16:08:00.000,-46.744842110763884,-22.966912481603543,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311349,true,2013-07-09 16:38:00.000,-46.74377008674585,-22.96696943036539,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311350,true,2013-07-09 17:08:00.000,-46.744769318840696,-22.96731965763254,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311351,true,2013-07-09 17:23:00.000,-46.744608667759145,-22.966960203667355,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311352,true,2013-07-09 17:38:00.000,-46.74460146639744,-22.967158955076673,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311353,true,2013-07-09 18:08:00.000,-46.74515924144313,-22.96730633490261,"radio-transmitter","Turdus rufiventris","1461","7","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311363,true,2013-08-23 09:42:00.000,-46.7602978631787,-22.970552479103667,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311362,true,2013-08-23 09:57:00.000,-46.76064562799273,-22.97029576266765,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311361,true,2013-08-23 10:12:00.000,-46.76045247746605,-22.970442395971236,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311360,true,2013-08-23 10:57:00.000,-46.7602572214297,-22.970426503510577,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311359,true,2013-08-23 11:12:00.000,-46.75979138970936,-22.970603255562622,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311358,true,2013-08-23 11:42:00.000,-46.757855005656594,-22.97244890427064,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
1631311357,true,2013-08-23 12:23:00.000,-46.76061024974913,-22.970576100985735,"radio-transmitter","Turdus rufiventris","1512","8","Radio telemetry study involving two species of birds of the genus Turdus sp. in Brazil. (Da Silveira et al., 2016 - PlosONE)"
